8957.280713,124.1522737,0.829540648,96.81579199,0.295424771
8908.606609,113.4309984,0.749036923,91.3686286,281.3553284
8933.041965,129.1722416,0.824427636,90.61378891,159.8611984
8934.668366,110.6263814,0.703793575,88.20885523,267.4061365
8911.083291,129.1543367,0.835830166,89.03614097,161.6982185
8926.409297,111.2012296,0.700831794,87.61768702,263.9973407
8919.089059,120.7465426,0.782137897,106.7101072,219.572533
8920.448446,120.8418236,0.758883058,74.36597714,107.588032
8943.03054,121.9395278,0.806344485,95.13675561,359.9997098
8932.036868,117.6363957,0.794911109,95.87367977,0.001786402
